name,playcount,listeners,mbid,url,tags
Florist,9460336,541612,e24c3a3b-8af0-4801-878e-bf4d2ef11a0c,https://www.last.fm/music/Florist,['seen live']
Glass Beach,14652329,442717,,https://www.last.fm/music/Glass+Beach,['indie rock']
Lebanon Hanover,10947441,428379,7de3b7b4-8288-4baf-929b-98af9224c0cb,https://www.last.fm/music/Lebanon+Hanover,['post-punk']
American Authors,10667843,968522,9ce0515d-cc88-4df6-8a2e-d231c13cb2c2,https://www.last.fm/music/American+Authors,['indie']
Mc IG,8907678,189805,,https://www.last.fm/music/Mc+IG,['better than selena gomez']
Kelis,20118316,1760385,1239d1bc-cc09-43e0-bcd0-374f60346138,https://www.last.fm/music/Kelis,['rnb']
STRFKR,9686806,514176,0a19e3e4-7970-4adf-8439-90bdcc9c8661,https://www.last.fm/music/STRFKR,['electronic']
SurFaces,12161207,721059,ae515b61-757e-49c2-b78b-b6534b255c83,https://www.last.fm/music/SurFaces,['pop']
Death,51532461,808274,fbff9a95-e3f5-47ca-a747-e38e35b31fd8,https://www.last.fm/music/Death,['death metal']
Los Enanitos Verdes,4460949,219574,598469a8-3bd6-4f8a-a5bc-a2e15e128eae,https://www.last.fm/music/Los+Enanitos+Verdes,['Rock en Espanol']
Roxette,32209685,1561680,d3b2711f-2baa-441a-be95-14945ca7e6ea,https://www.last.fm/music/Roxette,['pop']
Meryl Streep,7140750,546007,eb8b0a8a-dc7d-480c-b83a-70a069150d05,https://www.last.fm/music/Meryl+Streep,['Soundtrack']
Daya,7324355,656145,,https://www.last.fm/music/Daya,['pop']
Glaive,49934320,375955,,https://www.last.fm/music/Glaive,['hyperpop']
CHVRCHES,60720201,1126443,6a93afbb-257f-4166-b389-9f2a1e5c5df8,https://www.last.fm/music/CHVRCHES,['synthpop']
Bobby Caldwell,5964947,597281,139a00a8-6b21-47c3-9315-60ac5ab2c715,https://www.last.fm/music/Bobby+Caldwell,['soul']
Ralph Castelli,6087178,562317,,https://www.last.fm/music/Ralph+Castelli,['indie']
Beach Fossils,28001302,994222,3df3818e-7984-4c62-bee3-81f95f8c6651,https://www.last.fm/music/Beach+Fossils,['Lo-Fi']
artms,8332493,103285,,https://www.last.fm/music/artms,['Loona']
JT,1577775,108173,a1525899-e78b-49c5-aa55-42a1fe34c0f5,https://www.last.fm/music/JT,['rap']
Alina Baraz,16646299,767159,,https://www.last.fm/music/Alina+Baraz,['pop']
Lyn,12257409,295861,de0afa34-cd6a-469e-844c-e9fae231827f,https://www.last.fm/music/Lyn,['Korean']
Dance Gavin Dance,59678968,566457,16456fed-c9f2-4adf-b6ea-97b648c474d2,https://www.last.fm/music/Dance+Gavin+Dance,['post-hardcore']
The Monkees,16004850,1323827,b8549efe-f4fd-4dc0-8ef1-226e9c400233,https://www.last.fm/music/The+Monkees,['60s']
Sepultura,51857472,1158247,1d93c839-22e7-4f76-ad84-d27039efc048,https://www.last.fm/music/Sepultura,['thrash metal']
Elita,6512152,369704,e360f8ec-63a7-44ba-bcad-99b873721268,https://www.last.fm/music/Elita,['dream pop']
Kurt Cobain,6393135,482173,3c9b356d-d1db-4f4e-a7a3-2d00c1d70255,https://www.last.fm/music/Kurt+Cobain,['Grunge']
boywithuke,21921418,505532,,https://www.last.fm/music/boywithuke,['pop']
SICKBOYRARI,14675963,222490,,https://www.last.fm/music/SICKBOYRARI,['cloud rap']
Mora,21786498,314485,5fd0d57d-238a-4161-bcd4-12c22fe92556,https://www.last.fm/music/Mora,['black metal']
LSD and the Search for God,8014020,404909,0e24f776-4158-4934-8b78-b4b1edb3ad62,https://www.last.fm/music/LSD+and+the+Search+for+God,['shoegaze']
Dead or Alive,9405436,1081431,98720123-fcec-47be-9e88-29a310fb2942,https://www.last.fm/music/Dead+or+Alive,['new wave']
Common,33111610,1731780,c0a1179b-b14a-4d68-a3c1-1fdab16ed602,https://www.last.fm/music/Common,['Hip-Hop']
birth day,4973099,253423,,https://www.last.fm/music/birth+day,['slowcore']
Macklemore,13653841,937702,b6d7ec94-830c-44dd-b699-ce66556b7e55,https://www.last.fm/music/Macklemore,['Hip-Hop']
Tenacious D,64424827,2030527,148ddea2-6839-4354-8e2c-5dfadf136b7f,https://www.last.fm/music/Tenacious+D,['rock']
Trent Reznor and Atticus Ross,22536971,529884,bc880664-6751-4998-984d-ebdbff15d229,https://www.last.fm/music/Trent+Reznor+and+Atticus+Ross,['ambient']
The Foundations,4431867,762373,5c316ada-0201-427f-8bb6-535ebe17cf85,https://www.last.fm/music/The+Foundations,['oldies']
De La Soul,24041016,1208546,a8ebde98-7e91-46c7-992c-90039ba42017,https://www.last.fm/music/De+La+Soul,['Hip-Hop']
John Newman,10984604,918357,589ef702-7f3a-4a1c-8f2c-4727005cfc0e,https://www.last.fm/music/John+Newman,['pop']
Lamb of God,65662057,1261925,298909e4-ebcb-47b8-95e9-cc53b087fc65,https://www.last.fm/music/Lamb+of+God,['metalcore']
Berlin,6144208,918018,c7cb9a2e-ff57-4bb8-bd2c-83524e18e369,https://www.last.fm/music/Berlin,['new wave']
Pitty,22776414,525393,ce1509b1-fc1a-4b0a-aeb3-36cbf9cc11fb,https://www.last.fm/music/Pitty,['rock']
Sheryl Crow,21080593,1646875,80ccfede-c258-4575-a7ad-c982e9932e0f,https://www.last.fm/music/Sheryl+Crow,['female vocalists']
S3RL,10438379,344596,81345215-6ac2-4ed6-9a21-a560bd97db3f,https://www.last.fm/music/S3RL,['happy hardcore']
Chris Travis,12872144,300600,,https://www.last.fm/music/Chris+Travis,['Hip-Hop']
LOVING,7786605,481449,,https://www.last.fm/music/LOVING,['indie pop']
Duke Dumont,11631892,875242,6060d1bb-94f8-4863-89b9-425487f2f6b2,https://www.last.fm/music/Duke+Dumont,['House']
Yaelokre,1170868,59330,,https://www.last.fm/music/Yaelokre,['folk']
Austin Farwell,5308063,396888,,https://www.last.fm/music/Austin+Farwell,['Classical']
Manuel Turizo,6579209,382943,,https://www.last.fm/music/Manuel+Turizo,['Reggaeton']
nbsplv,6673110,351745,,https://www.last.fm/music/nbsplv,['deep house']
The Cinematic Orchestra,34933710,1586210,7c158ea8-c0aa-410e-bdc1-20bba9759577,https://www.last.fm/music/The+Cinematic+Orchestra,['jazz']
The Growlers,19273066,684393,4a51d885-9445-4e6a-a171-36e2d51dcfa0,https://www.last.fm/music/The+Growlers,['surf rock']
Cyril,609184,123709,b379ac57-f75d-4d8e-98f4-52bf2acc7a37,https://www.last.fm/music/Cyril,['downtempo']
Delaney Bailey,6517831,392695,,https://www.last.fm/music/Delaney+Bailey,['folk']
Duckwrth,12060698,617515,,https://www.last.fm/music/Duckwrth,['rap']
Pink Sweat$,12638523,680949,,https://www.last.fm/music/Pink+Sweat$,['rnb']
Descendents,33587283,818342,f035837e-4117-438d-a524-cacf43500e68,https://www.last.fm/music/Descendents,['punk']
Alice Cooper,41108091,1808722,ee58c59f-8e7f-4430-b8ca-236c4d3745ae,https://www.last.fm/music/Alice+Cooper,['hard rock']
Henrique & Juliano,15897424,263532,99329c41-2069-4c12-8e8c-035fdf5127a5,https://www.last.fm/music/Henrique+&+Juliano,['sertanejo']
Durand Jones & The Indications,5034173,371624,,https://www.last.fm/music/Durand+Jones+&+The+Indications,['soul']
Donna Summer,17212839,1322122,b60527cc-54f3-4bbe-a01b-dcf34c95ae14,https://www.last.fm/music/Donna+Summer,['Disco']
Bigbang,24263157,582445,ec2bcb77-b9a1-49e2-bfe7-419586bbef48,https://www.last.fm/music/Bigbang,['seen live']
Baby smoove,20836317,274257,,https://www.last.fm/music/Baby+smoove,['detroit']
Indigo De Souza,12001617,407129,,https://www.last.fm/music/Indigo+De+Souza,['indie rock']
Antônio Carlos Jobim,18400677,992472,7a8dbe84-f4c0-4457-bfa3-edced1f8cde0,https://www.last.fm/music/Ant%C3%B4nio+Carlos+Jobim,['Bossa Nova']
The Radio Dept.,30223449,856540,e664d1cd-23ab-48d5-b8fa-e98485daa5be,https://www.last.fm/music/The+Radio+Dept.,['shoegaze']
Rels B,14980680,254556,,https://www.last.fm/music/Rels+B,['rap']
Vegyn,8847547,378623,,https://www.last.fm/music/Vegyn,['electronic']
Gigi D'Agostino,10794708,779094,57c1e5ea-e08f-413a-bcb1-f4e4b675bead,https://www.last.fm/music/Gigi+D%27Agostino,['dance']
Dom Corleo,9275352,232975,,https://www.last.fm/music/Dom+Corleo,['trap']
Sam Fender,22015694,515132,,https://www.last.fm/music/Sam+Fender,['indie rock']
Hikaru Utada,12234662,340616,b539e453-c4fe-47e3-8a07-8517eac74429,https://www.last.fm/music/Hikaru+Utada,['j-pop']
Architects,56755101,653920,3e9c84d0-cb7e-4106-8b71-b5c28b8b23ce,https://www.last.fm/music/Architects,['metalcore']
Lany,27850957,740526,,https://www.last.fm/music/Lany,['synthpop']
Eazy-E,11544710,1060953,,https://www.last.fm/music/Eazy-E,['rap']
John Williams,57606910,1802069,fb9719bf-c477-4223-b319-986eb4168a91,https://www.last.fm/music/John+Williams,['Soundtrack']
Mark Morrison,3884852,569119,1ecc1f71-2512-442a-a85e-3c79d9ddc5cc,https://www.last.fm/music/Mark+Morrison,['rnb']
SAINt JHN,17953841,813192,,https://www.last.fm/music/SAINt+JHN,['Hip-Hop']
Racionais Mc's,17408976,282219,96351496-268f-4ef2-8f7d-768cffdef190,https://www.last.fm/music/Racionais+Mc%27s,['rap']
ThouxanBanFauni,15317109,394279,,https://www.last.fm/music/ThouxanBanFauni,['trap']
Rick Astley,10305997,1270102,db92a151-1ac2-438b-bc43-b82e149ddd50,https://www.last.fm/music/Rick+Astley,['pop']
Eric Prydz,11613050,1210180,35dac7d2-0b1f-470f-9a5a-c53c8821f6d6,https://www.last.fm/music/Eric+Prydz,['House']
Honne,18304688,746634,58b599cd-b1de-45e3-863a-3b54194a0f20,https://www.last.fm/music/Honne,['electronic']
X Ambassadors,13565992,930339,298f4089-1948-44b5-b5e8-d5381f42362f,https://www.last.fm/music/X+Ambassadors,['indie']
MONSTA X,55452656,444243,,https://www.last.fm/music/MONSTA+X,['k-pop']
Larry June,9041155,335816,,https://www.last.fm/music/Larry+June,['rap']
James HYPE,4510360,426201,,https://www.last.fm/music/James+HYPE,['british']
Caravan Palace,21872918,687981,72eabb1a-4d2c-4de6-90f2-671b2cada42b,https://www.last.fm/music/Caravan+Palace,['electro-swing']
Omi,6590798,828500,86587db1-a845-4e7c-ba3e-281f98fd3a54,https://www.last.fm/music/Omi,['reggae']
Young Miko,5825335,200675,,https://www.last.fm/music/Young+Miko,['rap']
Lloyd Vaan,2567819,215950,,https://www.last.fm/music/Lloyd+Vaan,['trance']
Aaron Smith,5930737,602787,4caea77b-cfcf-4eba-8c97-6ca137474d98,https://www.last.fm/music/Aaron+Smith,['House']
Leon Bridges,14348384,764861,,https://www.last.fm/music/Leon+Bridges,['soul']
Rubel,9725771,307405,,https://www.last.fm/music/Rubel,['brazilian']
Jitwam,2106029,285890,a4dece6b-7a20-45e0-b7c3-9eb395104bf7,https://www.last.fm/music/Jitwam,['electronic']
Bibi Babydoll,3932953,291397,,https://www.last.fm/music/Bibi+Babydoll,['funk']
Flipturn,6360055,361059,,https://www.last.fm/music/Flipturn,['rock']
Alberto Baldan Bembo,2305205,270000,540722f1-35b5-4a8c-82e9-5c80ff4c1be5,https://www.last.fm/music/Alberto+Baldan+Bembo,['lounge']
Diddy,7879292,883744,cabb4fcf-4067-4ba5-908d-76ee66fcf0c6,https://www.last.fm/music/Diddy,['Hip-Hop']
Benny the Butcher,16740028,407535,,https://www.last.fm/music/Benny+the+Butcher,['rap']
Geek Music,5128705,572402,,https://www.last.fm/music/Geek+Music,['Soundtrack']
Elijah Fox,3814585,270676,,https://www.last.fm/music/Elijah+Fox,['jazz']
Matchbox Twenty,32703191,1725286,75af9d25-cf32-49c0-9192-60bd8e9784e6,https://www.last.fm/music/Matchbox+Twenty,['rock']
Crush,19256573,460919,8743f0f1-99b8-4d83-b627-253206044e72,https://www.last.fm/music/Crush,['rnb']
Dj Scheme,9735251,460662,,https://www.last.fm/music/Dj+Scheme,['Hip-Hop']
Muni Long,4489721,360352,,https://www.last.fm/music/Muni+Long,['rnb']
sewerslvt,24797531,359173,,https://www.last.fm/music/sewerslvt,['breakcore']
Rod Wave,28981211,469515,,https://www.last.fm/music/Rod+Wave,['rap']
Emilia,9085157,345674,96879fda-45e4-4cf4-9d24-f9bb00da4501,https://www.last.fm/music/Emilia,['pop']
Emile Mosseri,5570411,298135,,https://www.last.fm/music/Emile+Mosseri,['Soundtrack']
Cássia Eller,12774632,480195,b3b9eb0c-d0b4-4570-b816-4e05e308b444,https://www.last.fm/music/C%C3%A1ssia+Eller,['mpb']
Matt Sassari,2144020,308966,,https://www.last.fm/music/Matt+Sassari,['techno']
Luan Santana,17830066,324690,70598780-d9bf-47f3-9c7e-292f8608c103,https://www.last.fm/music/Luan+Santana,['sertanejo']
DJONGA,19474755,240694,,https://www.last.fm/music/DJONGA,['rap']
FLO,12120782,333383,95e12b1c-921a-4de2-a624-bf9e8fe523eb,https://www.last.fm/music/FLO,['rnb']
Looking Glass,3357138,477939,7458516e-4839-4706-b186-dce0e350edf1,https://www.last.fm/music/Looking+Glass,['70s']
Eternxlkz,2080585,136386,,https://www.last.fm/music/Eternxlkz,['Kazakhstan']
Bonobo,99921128,1854624,9a709693-b4f8-4da9-8cc1-038c911a61be,https://www.last.fm/music/Bonobo,['downtempo']
The Breeders,18921328,956093,667e856e-f3a7-42e9-8244-95422ef31321,https://www.last.fm/music/The+Breeders,['alternative']
Marty Robbins,10131145,623281,2c2add7c-9a99-4812-a20e-870d331f01fd,https://www.last.fm/music/Marty+Robbins,['country']
The Ink Spots,9807816,735292,75f47650-8a52-494a-8334-c5279bc6db09,https://www.last.fm/music/The+Ink+Spots,['jazz']
Bowling for Soup,24198330,1329619,bcb95908-5c6e-453a-97fc-d69003d250ff,https://www.last.fm/music/Bowling+for+Soup,['pop punk']
Missy Elliott,20016566,1697128,a0b8cb9e-7532-45fe-a74c-30e7c4009a39,https://www.last.fm/music/Missy+Elliott,['Hip-Hop']
Tatsuya Kitani,4360733,200016,,https://www.last.fm/music/Tatsuya+Kitani,['japanese']
Phillipa Soo,7774487,357119,,https://www.last.fm/music/Phillipa+Soo,['hamilton']
Jonathan Groff,7611163,514281,f2e11566-b21e-4387-b7f6-e1c24d46fbde,https://www.last.fm/music/Jonathan+Groff,['Broadway']
Big Time Rush,17544460,592406,94785e0f-81be-4360-a9e1-a00df5dc8bc6,https://www.last.fm/music/Big+Time+Rush,['pop']
Rudimental,18996531,1093518,b09ced80-aa65-43c1-9aa7-58b1e982eada,https://www.last.fm/music/Rudimental,['seen live']
of Montreal,63784629,1449564,8475297d-fb78-4630-8d74-9b87b6bb7cc8,https://www.last.fm/music/of+Montreal,['indie']
Jihyo,10745661,248926,,https://www.last.fm/music/Jihyo,['k-pop']
Bakermat,5907398,555477,df60a241-e8df-4917-82db-1f1a8ecd7cc3,https://www.last.fm/music/Bakermat,['House']
Pineapple StormTV,12408680,271430,,https://www.last.fm/music/Pineapple+StormTV,['Hip-Hop']
D. Savage,13504584,315252,,https://www.last.fm/music/D.+Savage,['rap']
Luci4,16852554,391532,,https://www.last.fm/music/Luci4,['cloud rap']
Eladio Carrion,20211590,280570,,https://www.last.fm/music/Eladio+Carrion,['latin']
Ali,5662889,341662,fcd649fc-e4c5-4ce6-a3a8-5ce15d67a9a8,https://www.last.fm/music/Ali,['Hip-Hop']
Wasia Project,4350627,294119,,https://www.last.fm/music/Wasia+Project,['jazz']
Milton Nascimento,15255327,479814,1bfa27e3-0376-4206-a772-4586e25a64f5,https://www.last.fm/music/Milton+Nascimento,['mpb']
The Microphones,39304401,796377,6f2f87e7-3ce9-4f1c-81dd-6f068a78cf26,https://www.last.fm/music/The+Microphones,['Lo-Fi']
K'naan,9891217,824562,ee421ee4-f861-405d-8730-29cb512dfdbd,https://www.last.fm/music/K%27naan,['Hip-Hop']
Juanes,14846181,960706,8b0f05ce-354e-4121-9e0b-8b4732ea844f,https://www.last.fm/music/Juanes,['latin']
XXANTERIA,3270456,226229,,https://www.last.fm/music/XXANTERIA,['USA']
Arcángel,6471230,275483,47e7833f-f1a7-4703-942d-9acf12f39a1d,https://www.last.fm/music/Arc%C3%A1ngel,['Flamenco']
Jorge & Mateus,19774732,314148,311e7141-051a-40bc-bce5-7998b6c869ee,https://www.last.fm/music/Jorge+&+Mateus,['sertanejo']
Starship,7722736,1044948,fbf445c0-11ae-4d3e-af1a-c6e2783e447c,https://www.last.fm/music/Starship,['80s']
DECO*27,9829302,237657,bd247ab3-c22d-4b5d-a6fd-437771cacbbe,https://www.last.fm/music/DECO%2A27,['vocaloid']
Riovaz,9484438,357927,,https://www.last.fm/music/Riovaz,['hyperpop']
Sasha Alex Sloan,9134624,487106,,https://www.last.fm/music/Sasha+Alex+Sloan,['indie pop']
FBC,12468614,230108,1057a765-2447-4bd5-b977-d62b0505e03a,https://www.last.fm/music/FBC,['seen live']
The Roots,49120200,1776451,a9667e1a-cc53-412e-ae6d-72e24b79cfa8,https://www.last.fm/music/The+Roots,['Hip-Hop']
CeeLo Green,15935627,1437188,2c69465c-0f76-45ce-90a2-1ed0fdacc997,https://www.last.fm/music/CeeLo+Green,['soul']
Tom Misch,16292193,627127,,https://www.last.fm/music/Tom+Misch,['soul']
"Slaughter Beach, Dog",13302563,317330,,"https://www.last.fm/music/Slaughter+Beach,+Dog",['indie rock']
Teen Suicide,20383940,557459,1872f293-a6c5-42c0-afe8-fbeebb615244,https://www.last.fm/music/Teen+Suicide,['Lo-Fi']
Videoclub,6444559,406196,f2c2f675-1ceb-4051-82fd-a55012a2edbc,https://www.last.fm/music/Videoclub,['seen live']
my head is empty,4583394,236989,,https://www.last.fm/music/my+head+is+empty,['ambient']
That Mexican OT,4162738,207468,,https://www.last.fm/music/That+Mexican+OT,['rap']
Mon Laferte,11039982,271418,,https://www.last.fm/music/Mon+Laferte,['chile']
Connor Price,8088191,326647,,https://www.last.fm/music/Connor+Price,['Hip-Hop']
A. G. Cook,10153593,316331,b12ef43e-72ad-43d0-b216-a8cd32f78852,https://www.last.fm/music/A.+G.+Cook,['bubblegum bass']
Willie Nelson,19786987,1358219,668fd73c-bf54-4310-a139-305517f05311,https://www.last.fm/music/Willie+Nelson,['country']
Testament,28366421,895406,6b335658-22c8-485d-93de-0bc29a1d0349,https://www.last.fm/music/Testament,['thrash metal']
griff,7163690,394465,84b8a3bc-7e45-4b1e-a34c-bb1a99b7bf5e,https://www.last.fm/music/griff,['pop']
Ethereal,4491242,359682,dfda3788-93ee-4242-a486-f4abad7cc748,https://www.last.fm/music/Ethereal,['black metal']
The Mountain Goats,69309708,1002123,9639cd52-c351-4a17-9797-58880e95a7ef,https://www.last.fm/music/The+Mountain+Goats,['indie']
Famous Dex,8819099,599011,,https://www.last.fm/music/Famous+Dex,['drill']
Σtella,1373714,230960,,https://www.last.fm/music/%CE%A3tella,['indie pop']
Kittie,12623166,566401,7677be48-16e9-4c84-9365-a69dd6f2df55,https://www.last.fm/music/Kittie,['metal']
Veigh,17542488,188557,,https://www.last.fm/music/Veigh,['trap']
Sara Bareilles,36719507,1849124,e54be6b7-5c26-4b47-bb3f-c137429b9b55,https://www.last.fm/music/Sara+Bareilles,['female vocalists']
Omori,22037343,259514,,https://www.last.fm/music/Omori,['bulgarian']
Raveena,9637093,486230,,https://www.last.fm/music/Raveena,['rnb']
Sabaton,73435857,689412,39a31de6-763d-48b6-a45c-f7cfad58ffd8,https://www.last.fm/music/Sabaton,['Power metal']
Chase & Status,26743916,1048188,82e454e2-38ee-4e69-89a6-cc65167753d1,https://www.last.fm/music/Chase+&+Status,['Drum and bass']
Wisin & Yandel,10921839,643141,3deeb747-c228-4d33-9892-f0aa081783c3,https://www.last.fm/music/Wisin+&+Yandel,['Reggaeton']
Ruel,18154505,595632,,https://www.last.fm/music/Ruel,['pop']
DIJON,13521499,474275,d1974dfb-9e85-42ae-9905-0bad8fe19cf9,https://www.last.fm/music/DIJON,['rnb']
Whethan,10052999,743597,,https://www.last.fm/music/Whethan,['electronic']
Lelio Luttazzi,1265044,197469,b895aeb1-075a-46b1-bbe5-16b86d8829df,https://www.last.fm/music/Lelio+Luttazzi,['swing']
Mos Def,31322215,1430267,9f4551c6-1324-4ac5-b3fe-a5c5cfacd54d,https://www.last.fm/music/Mos+Def,['Hip-Hop']
The Bangles,11587521,1286949,f31ec2ac-9071-4306-acd1-d2c8321033b5,https://www.last.fm/music/The+Bangles,['80s']
Palaye Royale,18300502,378001,,https://www.last.fm/music/Palaye+Royale,['alternative']
Renée Elise Goldsberry,5806377,344955,,https://www.last.fm/music/Ren%C3%A9e+Elise+Goldsberry,['seen live']
Cass Elliot,3626853,345629,22f74ff1-ecec-4ef2-b1f7-44fbb8139f9d,https://www.last.fm/music/Cass+Elliot,['female vocalists']
10cc,11420283,1114918,f37c537b-3557-4031-bfd6-ab63ced32854,https://www.last.fm/music/10cc,['classic rock']
siouxxie sixxsta,5049849,369291,,https://www.last.fm/music/siouxxie+sixxsta,['hyperpop']
Laura Les,6807765,415732,,https://www.last.fm/music/Laura+Les,['hyperpop']
Glokk40Spaz,17470222,132564,,https://www.last.fm/music/Glokk40Spaz,['dark plugg']
Natanael Cano,17598360,232318,,https://www.last.fm/music/Natanael+Cano,['Corridos tumbados']
Lush,14206185,625102,acc07ffc-ed8b-45a1-a70a-b518618ac649,https://www.last.fm/music/Lush,['shoegaze']
In Flames,165855577,1418441,31745282-b1ea-4d62-939f-226b14d68e7c,https://www.last.fm/music/In+Flames,['Melodic Death Metal']
R3hab,13234815,804403,eb0fbe2c-6eb7-40bc-900b-3e056c158125,https://www.last.fm/music/R3hab,['House']
Pat Benatar,11700144,1175770,6bc658ea-005f-486b-8f94-33a2e40f7a72,https://www.last.fm/music/Pat+Benatar,['rock']
Junior H,21944907,214331,,https://www.last.fm/music/Junior+H,['Corridos tumbados']
Rich Brian,20024854,602289,,https://www.last.fm/music/Rich+Brian,['Hip-Hop']
Ludwig Göransson,9522487,366044,78471616-3cb4-4139-a148-aeac3c7d0f79,https://www.last.fm/music/Ludwig+G%C3%B6ransson,['Soundtrack']
RuPaul,20274908,448379,15257a48-d9f6-4fd1-b30e-323576b15aca,https://www.last.fm/music/RuPaul,['dance']
Killswitch Engage,67470965,1458889,8295ee00-0096-461d-95c7-c2263d2a4c6d,https://www.last.fm/music/Killswitch+Engage,['metalcore']
Rick James,8529522,1119856,cba9cec2-be8d-41bd-91b4-a1cd7de39b0c,https://www.last.fm/music/Rick+James,['funk']
Gibran Alcocer,3869895,236712,,https://www.last.fm/music/Gibran+Alcocer,['piano']
Jace!,6673468,129770,,https://www.last.fm/music/Jace%21,['Regalia']
yaya bey,3498449,370602,,https://www.last.fm/music/yaya+bey,['rnb']
Sinéad O'Connor,17330774,1364975,c78a77fa-507c-4c07-947a-0355029453bd,https://www.last.fm/music/Sin%C3%A9ad+O%27Connor,['female vocalists']
King Princess,18668158,734569,,https://www.last.fm/music/King+Princess,['pop']
half•alive,16138558,487576,,https://www.last.fm/music/half%E2%80%A2alive,['indie pop']
Black Veil Brides,23864053,649343,33319aed-9bd7-4cd1-903c-716845c1b7cd,https://www.last.fm/music/Black+Veil+Brides,['post-hardcore']
Dead Kennedys,36544895,1152242,37c78aeb-d196-42b5-b991-6afb4fc9bc2e,https://www.last.fm/music/Dead+Kennedys,['punk']
Nico,14683747,952418,fa690c23-512b-4cad-aa32-c318f4228947,https://www.last.fm/music/Nico,['folk']
Arlo Parks,13464438,610369,,https://www.last.fm/music/Arlo+Parks,['rnb']
Quevedo,11791632,249702,,https://www.last.fm/music/Quevedo,['mid']
DPR LIVE,19537436,361202,,https://www.last.fm/music/DPR+LIVE,['rnb']
Headie One,11510349,416920,,https://www.last.fm/music/Headie+One,['Grime']
Käärijä,6679761,195083,,https://www.last.fm/music/K%C3%A4%C3%A4rij%C3%A4,['rap']
Diana Ross,14351861,1409167,60d41417-feda-4734-bbbf-7dcc30e08a83,https://www.last.fm/music/Diana+Ross,['soul']
Zion & Lennox,5539165,529904,a06afacd-7894-442e-95ba-49366b2b3e02,https://www.last.fm/music/Zion+&+Lennox,['Reggaeton']
Southside,2971689,278142,2564e738-a106-46bd-bf8c-4c9c1250a533,https://www.last.fm/music/Southside,['Hip-Hop']
ilyTOMMY,7253541,418225,,https://www.last.fm/music/ilyTOMMY,['rap']
Stone Sour,57582424,1820813,4ca783b7-5bf7-4348-b494-46680660050f,https://www.last.fm/music/Stone+Sour,['hard rock']
MC Kevin o Chris,8441131,373189,,https://www.last.fm/music/MC+Kevin+o+Chris,['funk']
The Vaccines,36405145,1255955,aa76ec08-45ab-4724-9411-d80b0e59ac59,https://www.last.fm/music/The+Vaccines,['indie rock']
Gigi Perez,1132227,113326,,https://www.last.fm/music/Gigi+Perez,[]
Godsmack,46362873,1775944,ac2d1c91-3667-46aa-9fe7-170ca7fce9e2,https://www.last.fm/music/Godsmack,['hard rock']
Chloe Moriondo,13806447,546453,,https://www.last.fm/music/Chloe+Moriondo,['indie pop']
Ufo361,18975550,239516,,https://www.last.fm/music/Ufo361,['rap']
Ebony,5691618,141436,f8a41452-6b97-4642-82bd-c863a25e0802,https://www.last.fm/music/Ebony,['90s']
Michael Giacchino,23002072,926061,150e14bd-915d-4574-b574-f77dd7ea72ad,https://www.last.fm/music/Michael+Giacchino,['Soundtrack']
Farruko,7575842,613866,d2b3524f-67e8-45ef-bfc1-693cac525135,https://www.last.fm/music/Farruko,['Reggaeton']
Sainté,5280993,272572,,https://www.last.fm/music/Saint%C3%A9,['rap']
The Crane Wives,11646355,203185,7de336ea-298e-430b-9fcf-5e574256c6e6,https://www.last.fm/music/The+Crane+Wives,['folk']
Becky Hill,6777709,488120,27bc6f5b-4585-49ab-8d7d-c62b59f5f010,https://www.last.fm/music/Becky+Hill,['pop']
Blxst,7161669,343530,,https://www.last.fm/music/Blxst,['rnb']
jnhygs,5585780,246445,,https://www.last.fm/music/jnhygs,['surge']
Band of Horses,62281301,2043040,07b6020a-c539-4d68-aeef-f159f3befc76,https://www.last.fm/music/Band+of+Horses,['indie']
ATARASHII GAKKO!,6867539,230879,,https://www.last.fm/music/ATARASHII+GAKKO%21,['jazz']
Matt Maeson,9776962,498291,,https://www.last.fm/music/Matt+Maeson,['indie']
Halestorm,24343120,620216,eaed2193-e026-493b-ac57-113360407b06,https://www.last.fm/music/Halestorm,['hard rock']
Clara La San,3324271,235328,,https://www.last.fm/music/Clara+La+San,['british']
Paul Anka,7383598,912353,420c6768-0885-415a-bb59-d6a275121125,https://www.last.fm/music/Paul+Anka,['swing']
ANOTR,1768243,196209,,https://www.last.fm/music/ANOTR,['dutch']
YG Marley,2066188,285740,,https://www.last.fm/music/YG+Marley,['jamaican']
Maria Bethânia,16930544,441740,b3998c06-04e6-4b1d-bd2a-d5b83572ae7b,https://www.last.fm/music/Maria+Beth%C3%A2nia,['mpb']
Kelsea Ballerini,9081113,362665,779d1126-e48c-43f2-8b51-005f3b116d7e,https://www.last.fm/music/Kelsea+Ballerini,['country']
James Brown,30035727,2044790,84783313-2a3f-4f17-ab9a-425a5d527879,https://www.last.fm/music/James+Brown,['funk']
Sir Mix-A-Lot,4507416,679207,05539fb8-b7a5-4012-97a9-5e27ddc031fb,https://www.last.fm/music/Sir+Mix-A-Lot,['rap']
Wabie,2964085,398099,,https://www.last.fm/music/Wabie,['indie']
MC PH,4124294,150970,,https://www.last.fm/music/MC+PH,['funk']
Torren Foot,1390283,171995,,https://www.last.fm/music/Torren+Foot,['australian']
The Bird and the Bee,13762550,785694,d08b66b4-8950-439f-bd8e-2dd78dbd7a5f,https://www.last.fm/music/The+Bird+and+the+Bee,['indie']
